event_token,event_span,doc_id,source_MATRES,source_TBD,source_OneIE,type,has_relations_TBD,events_AFTER_TBD,has_relations_MATRES,events_AFTER_MATRES
became,[25769:25775),30214215,1,1,0,--,0,[],1,"['[25678:25686)', '[26023:26031)']"
killed,[25930:25936),30214215,1,1,1,Life:Die,1,"['[26023:26031)', '[26041:26047)']",1,"['[25485:25494)', '[25678:25686)', '[26023:26031)', '[26126:26132)', '[26207:26217)', '[26265:26273)', '[26326:26333)', '[26365:26374)', '[26385:26392)', '[26555:26562)']"
set,[25998:26001),30214215,1,1,0,--,1,"['[26023:26031)', '[26041:26047)', '[26126:26132)', '[26207:26217)']",1,"['[25678:25686)', '[26023:26031)', '[26126:26132)', '[26207:26217)', '[26265:26273)', '[26365:26374)', '[26385:26392)']"
reported,[26023:26031),30214215,1,1,0,--,0,[],1,"['[26365:26374)', '[26385:26392)']"
caused,[26126:26132),30214215,1,1,0,--,0,[],1,"['[25678:25686)', '[26207:26217)', '[26265:26273)', '[26326:26333)', '[26365:26374)', '[26385:26392)', '[26555:26562)']"
confronted,[26207:26217),30214215,1,1,0,--,0,[],1,"['[26023:26031)', '[26365:26374)', '[26385:26392)', '[26555:26562)']"
attacked,[26265:26273),30214215,1,1,1,Conflict:Attack,1,"['[26353:26360)', '[26365:26374)', '[26385:26392)', '[26640:26652)']",1,"['[26023:26031)', '[26365:26374)', '[26385:26392)', '[26555:26562)', '[26674:26682)']"
killing,[26326:26333),30214215,1,1,1,Life:Die,1,"['[26353:26360)', '[26365:26374)', '[26385:26392)', '[26437:26441)', '[26496:26502)', '[26555:26562)', '[26640:26652)']",1,"['[26023:26031)', '[26365:26374)', '[26385:26392)', '[26555:26562)', '[26674:26682)']"
restarted,[26365:26374),30214215,1,1,0,--,0,[],1,['[26674:26682)']
reacted,[26385:26392),30214215,1,1,0,--,0,[],1,"['[26674:26682)', '[26827:26834)']"
shot,[26437:26441),30214215,1,1,1,Conflict:Attack,1,"['[26612:26621)', '[26640:26652)', '[26674:26682)', '[26747:26753)', '[26754:26758)', '[26827:26834)']",1,"['[25930:25936)', '[26023:26031)', '[26126:26132)', '[26207:26217)', '[26265:26273)', '[26326:26333)', '[26674:26682)', '[26747:26753)', '[26827:26834)', '[26878:26885)', '[26947:26951)', '[27048:27056)']"
killed,[26496:26502),30214215,1,1,1,Life:Die,1,"['[26612:26621)', '[26640:26652)', '[26674:26682)', '[26747:26753)', '[26754:26758)', '[26827:26834)', '[26889:26893)', '[27035:27047)', '[27176:27182)']",1,"['[26023:26031)', '[26126:26132)', '[26207:26217)', '[26265:26273)', '[26326:26333)', '[26674:26682)', '[26747:26753)', '[26827:26834)', '[26878:26885)', '[26934:26941)', '[26947:26951)', '[27048:27056)']"
brought,[26555:26562),30214215,1,1,1,Movement:Transport,1,"['[26612:26621)', '[26640:26652)', '[26674:26682)', '[26747:26753)', '[26754:26758)', '[26827:26834)']",1,"['[26023:26031)', '[26674:26682)', '[26747:26753)', '[26827:26834)', '[26878:26885)', '[26934:26941)', '[26947:26951)', '[27048:27056)']"
occurred,[26674:26682),30214215,1,1,0,--,1,['[26754:26758)'],1,"['[26747:26753)', '[26827:26834)', '[26878:26885)', '[26947:26951)', '[27048:27056)']"
opened,[26747:26753),30214215,1,1,1,Conflict:Attack,1,"['[26889:26893)', '[26947:26951)', '[27035:27047)', '[27081:27088)', '[27176:27182)']",1,"['[26385:26392)', '[26878:26885)', '[26934:26941)', '[26947:26951)', '[26991:26999)', '[27048:27056)', '[27176:27182)', '[27200:27207)']"
killing,[26827:26834),30214215,1,1,1,Life:Die,1,"['[26889:26893)', '[26947:26951)', '[27035:27047)', '[27048:27056)', '[27081:27088)', '[27176:27182)']",1,"['[26878:26885)', '[26934:26941)', '[26947:26951)', '[26991:26999)', '[27048:27056)', '[27176:27182)', '[27200:27207)']"
refused,[26878:26885),30214215,1,1,0,--,1,"['[27035:27047)', '[27081:27088)', '[27176:27182)']",1,"['[26385:26392)', '[27048:27056)', '[27176:27182)', '[27200:27207)']"
stopped,[26934:26941),30214215,1,1,0,--,1,"['[27035:27047)', '[27048:27056)', '[27072:27077)', '[27081:27088)', '[27176:27182)']",1,"['[27048:27056)', '[27176:27182)', '[27200:27207)', '[27244:27250)']"
shot,[26947:26951),30214215,1,1,1,Conflict:Attack,1,"['[27035:27047)', '[27048:27056)', '[27072:27077)', '[27081:27088)', '[27176:27182)', '[27200:27207)']",1,"['[27048:27056)', '[27176:27182)', '[27200:27207)']"
attacked,[26991:26999),30214215,1,1,1,Conflict:Attack,1,"['[27035:27047)', '[27048:27056)', '[27072:27077)', '[27081:27088)', '[27099:27104)', '[27176:27182)', '[27200:27207)', '[27244:27250)', '[27265:27271)', '[27444:27449)']",1,"['[27048:27056)', '[27176:27182)', '[27200:27207)', '[27244:27250)', '[27315:27325)', '[27454:27458)']"
happened,[27048:27056),30214215,1,1,0,--,1,['[27176:27182)'],1,"['[27176:27182)', '[27200:27207)']"
killed,[27176:27182),30214215,1,1,1,Life:Die,0,[],1,"['[27315:27325)', '[27454:27458)']"
injured,[27200:27207),30214215,1,1,1,Life:Injure,0,[],0,[]
caused,[27244:27250),30214215,1,1,0,--,0,[],1,"['[26947:26951)', '[27048:27056)', '[27315:27325)', '[27454:27458)']"
restrained,[27315:27325),30214215,1,0,0,--,0,[],1,"['[27200:27207)', '[27454:27458)']"
take,[27454:27458),30214215,1,1,0,--,0,[],0,[]
burnt,[27677:27682),30214215,1,1,0,--,1,"['[27872:27876)', '[28034:28039)']",1,['[28138:28145)']
attacked,[27772:27780),30214215,1,1,1,Conflict:Attack,1,"['[27872:27876)', '[27947:27955)', '[28010:28014)', '[28034:28039)', '[28042:28047)', '[28138:28145)', '[28159:28165)']",1,"['[28010:28014)', '[28138:28145)']"
used,[28010:28014),30214215,1,1,0,--,1,"['[28159:28165)', '[28181:28185)', '[28360:28366)', '[28380:28391)']",0,[]
killing,[28138:28145),30214215,1,1,1,Life:Die,1,"['[28159:28165)', '[28181:28185)']",0,[]
died,[28181:28185),30214215,1,1,1,Life:Die,1,['[28479:28486)'],1,['[28138:28145)']
attempted,[28325:28334),30214215,1,1,0,--,1,"['[28452:28459)', '[28479:28486)', '[28491:28502)', '[28520:28526)', '[28732:28741)', '[28757:28764)', '[28811:28818)']",1,"['[28138:28145)', '[28624:28633)', '[28732:28741)']"
furthered,[28624:28633),30214215,1,0,0,--,0,[],0,[]
blockaded,[28732:28741),30214215,1,1,0,--,0,[],0,[]
claimed,[28836:28843),30214215,1,0,1,Life:Die,0,[],1,"['[28624:28633)', '[28732:28741)', '[28983:28990)', '[29051:29059)', '[29267:29275)']"
alleged,[28983:28990),30214215,1,0,0,--,0,[],1,['[29267:29275)']
claiming,[29051:29059),30214215,1,1,1,Life:Die,1,['[29080:29085)'],1,['[29267:29275)']
killed,[29174:29180),30214215,1,1,1,Life:Die,0,[],1,"['[28983:28990)', '[29051:29059)', '[29487:29494)', '[29581:29588)']"
recorded,[29267:29275),30214215,1,1,0,--,0,[],1,['[29581:29588)']
recovered,[29335:29344),30214215,1,1,0,--,1,"['[29393:29406)', '[29487:29494)']",1,"['[28983:28990)', '[29051:29059)', '[29441:29449)', '[29487:29494)', '[29581:29588)', '[29597:29604)', '[29671:29678)']"
destroyed,[29374:29383),30214215,1,1,1,Conflict:Attack,1,"['[29393:29406)', '[29416:29424)', '[29441:29449)', '[29487:29494)', '[29507:29518)', '[29581:29588)', '[29597:29604)', '[29616:29624)']",1,"['[28983:28990)', '[29051:29059)', '[29487:29494)', '[29581:29588)', '[29597:29604)', '[29671:29678)']"
happened,[29441:29449),30214215,1,1,0,--,1,"['[29267:29275)', '[29507:29518)']",1,"['[29267:29275)', '[29581:29588)', '[29597:29604)', '[29671:29678)']"
killing,[29487:29494),30214215,1,1,1,Life:Die,1,['[29507:29518)'],1,"['[29267:29275)', '[29581:29588)', '[29597:29604)', '[29671:29678)']"
alleged,[29581:29588),30214215,1,1,0,--,0,[],0,[]
started,[29597:29604),30214215,1,1,0,--,0,[],0,[]
claimed,[29671:29678),30214215,1,1,1,Life:Die,1,['[29913:29924)'],1,"['[29267:29275)', '[30244:30252)']"
faced,[29825:29830),30214215,1,0,0,--,0,[],1,"['[29267:29275)', '[29487:29494)', '[29581:29588)', '[29597:29604)', '[29671:29678)', '[30114:30122)', '[30164:30173)', '[30244:30252)', '[30391:30399)']"
mirrored,[29968:29976),30214215,1,0,0,--,0,[],1,"['[29581:29588)', '[30114:30122)', '[30164:30173)', '[30244:30252)', '[30391:30399)']"
perpetrated,[30027:30038),30214215,1,1,0,--,1,['[30164:30173)'],1,"['[30164:30173)', '[30244:30252)']"
claiming,[30114:30122),30214215,1,1,0,--,1,"['[30164:30173)', '[30244:30252)']",1,"['[30164:30173)', '[30244:30252)', '[30391:30399)', '[30585:30594)']"
recovered,[30164:30173),30214215,1,1,0,--,0,[],1,"['[30585:30594)', '[30709:30718)']"
reported,[30244:30252),30214215,1,1,0,--,0,[],1,['[30585:30594)']
expected,[30391:30399),30214215,1,0,0,--,0,[],1,['[30585:30594)']
estimated,[30585:30594),30214215,1,1,0,--,0,[],0,[]
died,[30603:30607),30214215,1,1,1,Life:Die,0,[],1,"['[30244:30252)', '[30391:30399)', '[30788:30793)', '[30865:30871)', '[30930:30938)', '[30984:30989)']"
displaced,[30709:30718),30214215,1,1,0,--,1,"['[30930:30938)', '[31001:31006)']",1,"['[30244:30252)', '[30391:30399)', '[30788:30793)', '[30865:30871)', '[30930:30938)', '[30984:30989)', '[31162:31172)']"
faced,[30788:30793),30214215,1,1,0,--,1,['[31001:31006)'],1,"['[30391:30399)', '[30585:30594)', '[30984:30989)', '[31162:31172)']"
sought,[30865:30871),30214215,1,1,0,--,1,"['[30955:30963)', '[31001:31006)', '[31011:31019)', '[31091:31098)']",1,"['[30244:30252)', '[30391:30399)', '[30585:30594)', '[30984:30989)', '[31162:31172)']"
deployed,[30930:30938),30214215,1,1,1,Movement:Transport,1,['[31001:31006)'],1,"['[30984:30989)', '[31162:31172)']"
cited,[30984:30989),30214215,1,0,0,--,0,[],1,['[31162:31172)']
attributed,[31162:31172),30214215,1,1,0,--,1,['[31308:31317)'],0,[]
disregarding,[31204:31216),30214215,1,1,0,--,1,['[31308:31317)'],1,"['[30585:30594)', '[30788:30793)', '[30865:30871)', '[30930:30938)', '[30984:30989)', '[31360:31370)', '[31601:31609)', '[31635:31641)']"
progressed,[31360:31370),30214215,1,1,0,--,1,"['[31162:31172)', '[31571:31576)', '[31635:31641)', '[31718:31724)', '[31856:31863)']",1,"['[30585:30594)', '[30930:30938)', '[30984:30989)', '[31162:31172)', '[31601:31609)', '[31635:31641)', '[31671:31676)', '[31718:31724)', '[31761:31765)', '[31900:31906)']"
offered,[31514:31521),30214215,1,1,0,--,1,"['[31571:31576)', '[31635:31641)', '[31642:31646)', '[31671:31676)', '[31677:31685)', '[31718:31724)', '[31779:31789)', '[31856:31863)', '[31910:31919)']",1,"['[30930:30938)', '[30984:30989)', '[31162:31172)', '[31601:31609)', '[31635:31641)', '[31671:31676)', '[31718:31724)', '[31761:31765)', '[31900:31906)', '[31943:31951)']"
followed,[31601:31609),30214215,1,0,0,--,0,[],0,[]
opened,[31635:31641),30214215,1,1,0,--,1,"['[31718:31724)', '[31779:31789)', '[31856:31863)']",1,['[31900:31906)']
began,[31671:31676),30214215,1,1,0,--,1,['[31856:31863)'],1,"['[31162:31172)', '[31718:31724)', '[31761:31765)', '[31900:31906)', '[31943:31951)']"
damaging,[31677:31685),30214215,1,1,0,--,1,"['[31718:31724)', '[31856:31863)']",1,"['[31718:31724)', '[31761:31765)', '[31900:31906)']"
killed,[31718:31724),30214215,1,1,1,Life:Die,1,"['[31779:31789)', '[31856:31863)', '[31910:31919)']",1,"['[31601:31609)', '[31635:31641)', '[31761:31765)', '[31900:31906)', '[31943:31951)']"
used,[31761:31765),30214215,1,0,0,--,0,[],1,"['[31635:31641)', '[32037:32045)', '[32143:32148)']"
served,[31900:31906),30214215,1,0,0,--,0,[],1,['[32143:32148)']
humiliate,[31910:31919),30214215,1,1,0,--,0,[],0,[]
attacked,[31943:31951),30214215,1,1,1,Conflict:Attack,1,"['[32029:32036)', '[32037:32045)', '[32074:32080)', '[32143:32148)', '[32195:32204)']",1,"['[32037:32045)', '[32143:32148)', '[32463:32474)', '[32594:32603)']"
happened,[32037:32045),30214215,1,1,0,--,1,"['[31856:31863)', '[31910:31919)']",1,"['[31900:31906)', '[32463:32474)', '[32594:32603)']"
agreed,[32074:32080),30214215,1,1,0,--,1,"['[31856:31863)', '[32327:32332)', '[32499:32503)']",1,"['[31635:31641)', '[31718:31724)', '[31761:31765)', '[31900:31906)', '[31910:31919)', '[31943:31951)', '[32463:32474)', '[32594:32603)']"
clear,[32143:32148),30214215,1,1,0,--,0,[],1,['[32594:32603)']
intensified,[32463:32474),30214215,1,1,0,--,0,[],1,"['[32740:32748)', '[32753:32762)', '[32814:32818)', '[33247:33256)']"
reporting,[32594:32603),30214215,1,1,0,--,0,[],1,"['[32814:32818)', '[33247:33256)']"
spared,[32708:32714),30214215,1,1,0,--,1,"['[32594:32603)', '[32903:32912)', '[32980:32986)']",1,"['[32463:32474)', '[32594:32603)', '[32903:32912)', '[32980:32986)', '[33112:33120)', '[33162:33167)', '[33247:33256)', '[33309:33313)']"
targeted,[32740:32748),30214215,1,1,1,Conflict:Attack,0,[],1,"['[32594:32603)', '[32903:32912)', '[33112:33120)', '[33162:33167)', '[33247:33256)', '[33309:33313)']"
destroyed,[32753:32762),30214215,1,1,1,Conflict:Attack,1,"['[32903:32912)', '[32980:32986)', '[33112:33120)', '[33162:33167)']",1,"['[32594:32603)', '[32903:32912)', '[33112:33120)', '[33162:33167)', '[33247:33256)', '[33309:33313)']"
left,[32814:32818),30214215,1,0,0,--,0,[],1,"['[33247:33256)', '[33309:33313)']"
gutted,[32828:32834),30214215,1,0,0,--,0,[],1,['[33247:33256)']
destroyed,[32903:32912),30214215,1,1,1,Conflict:Attack,1,"['[32980:32986)', '[33060:33072)', '[33112:33120)', '[33162:33167)']",1,"['[32594:32603)', '[32814:32818)', '[33112:33120)', '[33162:33167)', '[33247:33256)', '[33309:33313)']"
killed,[32980:32986),30214215,1,1,1,Life:Die,1,"['[33162:33167)', '[33247:33256)', '[33309:33313)', '[33371:33379)']",1,"['[32594:32603)', '[32740:32748)', '[32753:32762)', '[32814:32818)', '[32828:32834)', '[32903:32912)', '[33162:33167)', '[33247:33256)', '[33309:33313)']"
recorded,[33112:33120),30214215,1,1,0,--,1,['[33162:33167)'],1,"['[33247:33256)', '[33309:33313)']"
fired,[33162:33167),30214215,1,1,1,Conflict:Attack,0,[],0,[]
announced,[33247:33256),30214215,1,1,0,--,0,[],0,[]
said,[33309:33313),30214215,1,1,0,--,0,[],0,[]
perpetrated,[33460:33471),30214215,1,1,0,--,1,"['[33309:33313)', '[33788:33794)']",1,"['[33247:33256)', '[33309:33313)', '[33788:33794)']"
locked,[33592:33598),30214215,1,1,0,--,1,['[33813:33821)'],1,"['[33112:33120)', '[33162:33167)', '[33247:33256)', '[33309:33313)', '[33862:33870)', '[34309:34316)']"
fired,[33623:33628),30214215,1,1,1,Conflict:Attack,1,['[33813:33821)'],0,[]
killing,[33692:33699),30214215,1,0,1,Life:Die,0,[],1,"['[33247:33256)', '[33309:33313)', '[33862:33870)', '[34309:34316)']"
burned,[33788:33794),30214215,1,1,0,--,1,['[33813:33821)'],1,['[34309:34316)']
claiming,[33862:33870),30214215,1,0,1,Life:Die,0,[],1,"['[33247:33256)', '[33788:33794)', '[34309:34316)']"
massacred,[33909:33918),30214215,1,1,1,Life:Die,1,"['[33788:33794)', '[34119:34123)', '[34334:34340)']",1,"['[33247:33256)', '[33309:33313)', '[33788:33794)', '[34309:34316)']"
split,[34051:34056),30214215,1,1,0,--,1,"['[34119:34123)', '[34203:34209)', '[34250:34260)', '[34334:34340)', '[34362:34365)']",1,"['[33247:33256)', '[33309:33313)', '[33623:33628)', '[33692:33699)', '[33788:33794)', '[34119:34123)', '[34177:34185)', '[34203:34209)', '[34309:34316)', '[34428:34432)', '[34490:34498)', '[34713:34722)']"
died,[34119:34123),30214215,1,1,1,Life:Die,1,['[34362:34365)'],1,"['[33788:33794)', '[34428:34432)', '[34490:34498)', '[34713:34722)']"
murdered,[34177:34185),30214215,1,1,1,Life:Die,1,"['[34362:34365)', '[34371:34378)']",1,"['[33247:33256)', '[33692:33699)', '[33788:33794)', '[33862:33870)', '[34428:34432)', '[34490:34498)', '[34713:34722)']"
killed,[34203:34209),30214215,1,1,1,Life:Die,1,"['[34362:34365)', '[34371:34378)']",1,"['[34490:34498)', '[34713:34722)']"
allowed,[34309:34316),30214215,1,1,0,--,1,['[34362:34365)'],0,[]
took,[34428:34432),30214215,1,1,0,--,1,['[34334:34340)'],1,"['[34309:34316)', '[34713:34722)', '[34795:34804)']"
claiming,[34490:34498),30214215,1,1,1,Life:Die,1,['[34334:34340)'],1,"['[34309:34316)', '[34713:34722)', '[34795:34804)']"
attacking,[34574:34583),30214215,1,1,1,Conflict:Attack,1,"['[34334:34340)', '[34642:34647)', '[34713:34722)', '[34733:34737)', '[34795:34804)', '[35223:35232)', '[35263:35271)']",1,"['[34309:34316)', '[34713:34722)', '[34733:34737)', '[34795:34804)', '[35223:35232)', '[35374:35383)']"
estimated,[34713:34722),30214215,1,1,0,--,0,[],0,[]
died,[34733:34737),30214215,1,1,1,Life:Die,1,"['[35223:35232)', '[35263:35271)']",1,"['[34309:34316)', '[34490:34498)', '[35223:35232)', '[35374:35383)']"
displaced,[34795:34804),30214215,1,1,1,Movement:Transport,1,"['[35223:35232)', '[35263:35271)']",1,"['[35223:35232)', '[35374:35383)']"
caused,[35095:35101),30214215,1,1,0,--,1,"['[34713:34722)', '[34971:34979)', '[35374:35383)', '[35439:35445)']",1,"['[34490:34498)', '[34713:34722)', '[34733:34737)', '[34795:34804)', '[35374:35383)', '[35461:35467)', '[35614:35621)']"
withdrawn,[35223:35232),30214215,1,1,1,Movement:Transport,0,[],1,['[35374:35383)']
believed,[35294:35302),30214215,1,1,0,--,1,['[35439:35445)'],1,"['[35374:35383)', '[35461:35467)']"
announced,[35374:35383),30214215,1,1,0,--,1,['[35263:35271)'],1,"['[35614:35621)', '[35682:35688)', '[35893:35900)', '[35923:35929)', '[36033:36038)']"
signed,[35461:35467),30214215,1,0,0,--,0,[],1,"['[35223:35232)', '[35614:35621)', '[35682:35688)', '[35810:35818)', '[35893:35900)', '[35923:35929)', '[36033:36038)']"
signed,[35539:35545),30214215,1,0,0,--,0,[],1,"['[35223:35232)', '[35294:35302)', '[35614:35621)', '[35682:35688)', '[35810:35818)', '[35893:35900)', '[35923:35929)', '[36033:36038)']"
ignited,[35614:35621),30214215,1,0,0,--,0,[],1,"['[35810:35818)', '[35893:35900)', '[35923:35929)', '[36033:36038)']"
lasted,[35682:35688),30214215,1,0,0,--,0,[],1,"['[35893:35900)', '[35923:35929)', '[36033:36038)']"
struck,[35759:35765),30214215,1,1,1,Conflict:Attack,1,"['[35439:35445)', '[35801:35809)', '[35810:35818)', '[35834:35837)', '[35923:35929)', '[35934:35945)', '[36033:36038)', '[36059:36067)', '[36312:36316)']",1,"['[35223:35232)', '[35294:35302)', '[35374:35383)', '[35461:35467)', '[35539:35545)', '[35810:35818)', '[35893:35900)', '[35923:35929)', '[36033:36038)']"
heralded,[35810:35818),30214215,1,1,0,--,0,[],1,"['[36033:36038)', '[36059:36067)']"
claimed,[35893:35900),30214215,1,1,1,Life:Die,1,"['[36033:36038)', '[36059:36067)', '[36312:36316)']",1,['[36033:36038)']
caused,[35923:35929),30214215,1,1,0,--,1,"['[36033:36038)', '[36312:36316)']",1,"['[36033:36038)', '[36381:36384)']"
state,[36033:36038),30214215,1,1,0,--,0,[],0,[]
attacked,[36059:36067),30214215,1,1,1,Conflict:Attack,1,"['[36366:36380)', '[36381:36384)', '[36404:36413)', '[36735:36743)']",1,"['[35374:35383)', '[35614:35621)', '[35682:35688)', '[35893:35900)', '[35923:35929)', '[36381:36384)', '[36444:36452)', '[36512:36520)', '[36870:36878)']"
defending,[36191:36200),30214215,1,0,0,--,0,[],1,"['[36381:36384)', '[36444:36452)', '[36512:36520)']"
suffered,[36214:36222),30214215,1,1,0,--,1,"['[36366:36380)', '[36404:36413)', '[36735:36743)']",1,"['[35893:35900)', '[35923:35929)', '[36381:36384)', '[36444:36452)', '[36512:36520)', '[36870:36878)', '[36902:36911)']"
fired,[36335:36340),30214215,1,1,1,Conflict:Attack,1,"['[36366:36380)', '[36404:36413)', '[36735:36743)']",1,"['[36381:36384)', '[36444:36452)', '[36512:36520)', '[36870:36878)', '[36902:36911)']"
saw,[36381:36384),30214215,1,1,0,--,0,[],1,"['[36033:36038)', '[36512:36520)', '[36870:36878)', '[36902:36911)']"
claiming,[36444:36452),30214215,1,1,1,Life:Die,1,['[36735:36743)'],1,"['[36033:36038)', '[36512:36520)', '[36667:36674)', '[36870:36878)', '[36902:36911)']"
recorded,[36512:36520),30214215,1,1,0,--,0,[],1,"['[36033:36038)', '[36870:36878)', '[36902:36911)']"
shelled,[36667:36674),30214215,1,1,1,Conflict:Attack,1,"['[36776:36780)', '[36870:36878)']",1,"['[36870:36878)', '[36902:36911)']"
reported,[36870:36878),30214215,1,1,0,--,0,[],1,"['[37308:37313)', '[37362:37370)']"
described,[36902:36911),30214215,1,1,0,--,0,[],1,"['[37308:37313)', '[37362:37370)']"
launching,[36933:36942),30214215,1,0,0,--,0,[],1,"['[37130:37140)', '[37172:37179)', '[37219:37228)', '[37308:37313)', '[37362:37370)', '[37458:37464)', '[37637:37647)']"
acting,[37068:37074),30214215,1,1,0,--,1,"['[37130:37140)', '[37308:37313)', '[37387:37394)', '[37403:37411)']",1,"['[37130:37140)', '[37172:37179)', '[37219:37228)', '[37308:37313)', '[37362:37370)']"
attributed,[37130:37140),30214215,1,1,0,--,1,"['[37387:37394)', '[37403:37411)']",1,"['[36870:36878)', '[36902:36911)', '[37308:37313)', '[37362:37370)', '[37637:37647)']"
angered,[37172:37179),30214215,1,1,0,--,1,"['[37308:37313)', '[37362:37370)', '[37387:37394)', '[37403:37411)', '[37416:37425)']",1,"['[36870:36878)', '[36902:36911)', '[37308:37313)', '[37362:37370)', '[37458:37464)', '[37637:37647)']"
attacking,[37219:37228),30214215,1,1,1,Conflict:Attack,1,"['[37308:37313)', '[37362:37370)', '[37387:37394)', '[37403:37411)', '[37416:37425)']",1,"['[36870:36878)', '[36902:36911)', '[37308:37313)', '[37362:37370)', '[37458:37464)', '[37637:37647)']"
given,[37308:37313),30214215,1,1,0,--,0,[],1,['[37637:37647)']
allowing,[37362:37370),30214215,1,1,0,--,0,[],1,['[37637:37647)']
killed,[37458:37464),30214215,1,1,1,Life:Die,1,"['[37362:37370)', '[37387:37394)', '[37403:37411)', '[37416:37425)', '[37737:37743)', '[37936:37947)', '[37978:37985)']",1,"['[36870:36878)', '[36902:36911)', '[37130:37140)', '[37308:37313)', '[37362:37370)', '[37773:37779)', '[37936:37947)']"
criticized,[37637:37647),30214215,1,0,0,--,0,[],0,[]
killed,[37737:37743),30214215,1,1,1,Life:Die,1,"['[37403:37411)', '[37936:37947)', '[37978:37985)', '[37990:37998)', '[38051:38058)']",1,"['[37308:37313)', '[37362:37370)', '[37458:37464)', '[37637:37647)', '[37936:37947)', '[38085:38088)', '[38169:38177)', '[38237:38245)']"
opened,[37773:37779),30214215,1,1,0,--,1,"['[37403:37411)', '[37936:37947)', '[37978:37985)', '[37990:37998)', '[38032:38042)', '[38051:38058)']",1,"['[37308:37313)', '[37362:37370)', '[37637:37647)', '[37936:37947)', '[38085:38088)', '[38169:38177)', '[38237:38245)']"
destroyed,[37881:37890),30214215,1,1,1,Conflict:Attack,1,"['[37403:37411)', '[37936:37947)', '[37978:37985)', '[37990:37998)', '[38032:38042)', '[38051:38058)', '[38109:38117)', '[38758:38764)']",1,"['[37362:37370)', '[37458:37464)', '[37637:37647)', '[37936:37947)', '[38085:38088)', '[38169:38177)', '[38237:38245)', '[38339:38348)']"
transferred,[37936:37947),30214215,1,1,1,Movement:Transport,0,[],1,"['[38085:38088)', '[38169:38177)', '[38237:38245)', '[38339:38348)']"
saw,[38085:38088),30214215,1,0,0,--,0,[],1,"['[38237:38245)', '[38339:38348)']"
claiming,[38169:38177),30214215,1,1,0,--,1,"['[38237:38245)', '[38758:38764)']",1,"['[38237:38245)', '[38339:38348)', '[38568:38576)', '[38722:38733)']"
believed,[38237:38245),30214215,1,1,0,--,1,['[38758:38764)'],0,[]
killed,[38259:38265),30214215,1,1,1,Life:Die,1,"['[38477:38485)', '[38568:38576)', '[38577:38584)', '[38758:38764)']",1,"['[37936:37947)', '[38085:38088)', '[38169:38177)', '[38568:38576)', '[38632:38638)', '[38722:38733)']"
destroyed,[38339:38348),30214215,1,1,0,--,1,"['[38477:38485)', '[38568:38576)', '[38577:38584)', '[38758:38764)']",1,"['[38568:38576)', '[38632:38638)', '[38722:38733)']"
reported,[38568:38576),30214215,1,1,0,--,0,[],1,"['[38237:38245)', '[39171:39177)']"
taking,[38632:38638),30214215,1,0,0,--,0,[],1,"['[38237:38245)', '[39171:39177)']"
distributed,[38722:38733),30214215,1,0,0,--,0,[],1,['[39171:39177)']
resisted,[38896:38904),30214215,1,1,0,--,1,"['[38758:38764)', '[39133:39140)']",1,"['[38237:38245)', '[38568:38576)', '[38632:38638)', '[38722:38733)', '[39171:39177)', '[39336:39343)']"
caused,[38916:38922),30214215,1,1,0,--,1,"['[38758:38764)', '[39133:39140)']",1,"['[38237:38245)', '[38568:38576)', '[38632:38638)', '[38722:38733)', '[39171:39177)']"
became,[39171:39177),30214215,1,1,0,--,0,[],0,[]
claimed,[39336:39343),30214215,1,1,1,Life:Die,1,"['[39171:39177)', '[39619:39631)', '[39677:39688)', '[39759:39765)']",1,"['[39171:39177)', '[39664:39672)', '[39759:39765)', '[39879:39884)']"
thrown,[39435:39441),30214215,1,1,0,--,1,"['[39588:39596)', '[39619:39631)', '[39664:39672)', '[39677:39688)', '[39759:39765)', '[39879:39884)', '[40022:40028)']",1,"['[39171:39177)', '[39664:39672)', '[39759:39765)', '[39879:39884)', '[40022:40028)']"
gathered,[39455:39463),30214215,1,1,0,--,1,"['[39619:39631)', '[39677:39688)', '[39759:39765)']",1,"['[39664:39672)', '[39759:39765)', '[39879:39884)', '[40022:40028)']"
killed,[39515:39521),30214215,1,1,1,Life:Die,1,"['[39588:39596)', '[39619:39631)', '[39664:39672)', '[39677:39688)', '[39759:39765)', '[39879:39884)', '[40022:40028)']",1,"['[39171:39177)', '[39664:39672)', '[39759:39765)', '[39879:39884)', '[40022:40028)', '[40154:40162)']"
wounded,[39528:39535),30214215,1,1,1,Life:Injure,1,"['[39619:39631)', '[39677:39688)', '[39759:39765)']",1,"['[39664:39672)', '[39759:39765)', '[39879:39884)', '[40022:40028)']"
provoked,[39664:39672),30214215,1,1,0,--,1,['[39759:39765)'],1,"['[39759:39765)', '[39879:39884)', '[40022:40028)', '[40154:40162)']"
killed,[39759:39765),30214215,1,1,1,Life:Die,0,[],1,"['[40022:40028)', '[40154:40162)']"
state,[39879:39884),30214215,1,1,0,--,0,[],0,[]
started,[39907:39914),30214215,1,1,0,--,1,"['[40022:40028)', '[40034:40042)', '[40107:40111)']",1,"['[39528:39535)', '[39664:39672)', '[40022:40028)', '[40154:40162)', '[40204:40212)', '[40440:40448)', '[40497:40501)']"
